+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|   Problem ID | LLM    | Prompt Type      | Gen 1                                                                               | Gen 2                                                                               | Gen 3                                                                               |   Pass@1 |   Pass@3 | RawResults                                                                                                                                                                                                                                                                                                                                                                                                                             |
|              |        |                  |                                                                                     |     """                                                                             |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |     Given a positive float...                                                       |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            4 | Vicuna | Chain of Thought | The problem can be solved by maintaining a balance and checking if it goes below... | Here's the solution:                                                                | Here's the solution:                                                                |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 3)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 3)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                                                                                     | def below\_zero(operations: List[int]) -> bool:                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     | def below\_zero(operations: List[int]) -> bool:                                     |     """                                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |     """                                                                             |   ...                                                                               |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |  ...                                                                                |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            5 | Vicuna | Chain of Thought | The Mean Absolute Deviation (MAD) is a measure of the average distance between e... | Here's an example of how you can implement the `mean_absolute_deviation` functio... | Solution                                                                            |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                                                                                     |                               To calculate the Mean Absolute Deviation...           |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            6 | Vicuna | Chain of Thought | Solution:                                                                           | Here's an example of how to use the function:                                       | Here is a possible solution:                                                        |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | We can iterate through the input list `numbers` using a for loop.                   |                               num...                                                | from typing import List                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | For...                                                                              |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                                                                                     | def intersperse(numbers: ...                                                        |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            7 | Vicuna | Chain of Thought | I will solve the problem by using a stack to keep track of the current level of ... | Reasoning:                                                                          | Here is the solution:                                                               |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 3)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                               We can iterate through the input strin...             | def parse\_nested\_parens(paren\_string: str) -> List[int...                        |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            8 | Vicuna | Chain of Thought | I understand the problem and the provided example. Here's my solution:              | Here is the solution:                                                               | Here's the solution:                                                                |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 3)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |         ...                                                                         |                               ```                                                   | def filter\_by\_substring(strings: List[str], substring: s...                       |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                        ...                                                          |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            9 | Vicuna | Chain of Thought | Solution:                                                                           | Here's a possible solution:                                                         | def sum\_product(numbers: List[int]) -> Tuple[int, int]:                            |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 2})]                                      |
|              |        |                  |                                                                                     |                                                                                     |     """                                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | We can use two variables, one to store the sum and another to store t...            |                               def sum\_product(numb...                              |     This functi...                                                                  |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|           10 | Vicuna | Chain of Thought | Below is an example input/output for the function:                                  | def rolling_max(numbers: List[int]) -> List[int]:                                   | The `rolling_max` function takes a list of integers as input and returns a list ... |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 3)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': "failed: '[' was never closed (<string>, line 27)", 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                       |
|              |        |                  |                              ...                                                    |     """                                                                             |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |     This function take...                                                           |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            1 | Vicuna | Self-Debugging   | def has\_close\_elements(numbers: List[float], threshold: float) -> bool:           | def has\_close\_elements(numbers: List[float], threshold: float) -> bool:           | def has_close_elements(numbers: List[float], threshold: float) -> bool:             |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                      |
|              |        |                  |     fo...                                                                           |       ...                                                                           |         ...                                                                         |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            2 | Vicuna | Self-Debugging   | Here's an example input string: '( ) (( )) (( )( ))'                                | The following is a solution to the problem:                                         | def separate\_paren\_groups(paren\_string: str) -> List[str]:                       |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 2})]                                      |
|              |        |                  |                            ...                                                      |                               ```                                                   |     """                                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |   ...                                                                               |     This f...                                                                       |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            3 | Vicuna | Self-Debugging   | The function `truncate\_number` takes in one parameter `number` of type `float`.... | def truncate_number(number: float) -> float:                                        | Here is the solution to the problem:                                                |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': "failed: name 'math' is not defined", 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                                     |
|              |        |                  |                                                                                     |     """                                                                             |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |     Given a positive floati...                                                      | def truncate\_number(number: float) -> flo...                                       |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            4 | Vicuna | Self-Debugging   | ```                                                                                 | def below\_zero(operations: List[int]) -> bool:                                     | To start solving this problem, let's break it down into smaller parts.              |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: invalid syntax (<string>, line 3)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                         |
|              |        |                  |                                                                                     | operations.sort() # sort the lis...                                                 |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | ### Existing Answer:                                                                |                                                                                     | First, w...                                                                         |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | ```                                                                                 |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | def below_zero(operations: List[int]) -> bool:                                      |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |    ...                                                                              |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            5 | Vicuna | Self-Debugging   | This is a function to calculate the mean absolute deviation (MAD) of a list of n... | def mean\_absolute\_deviation(numbers: List[float]) -> float:                       | The solution should meet the following requirements:                                |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                   ...                                                               |                            ...                                                      |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            6 | Vicuna | Self-Debugging   | This solution is correct and has a time complexity of O(n)                          | def intersperse(numbers: List[int], delimeter: int) -> List[int]:                   | def intersperse(numbers: List[int], delimeter: int) -> List[int]:                   |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': "failed: name 'List' is not defined", 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: invalid syntax (<string>, line 13)', 'completion_id': 2})]                                                                                       |
|              |        |                  |                      ...                                                            |     """                                                                             |     """                                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |     In...                                                                           |     In...                                                                           |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            7 | Vicuna | Self-Debugging   | Here's one possible solution:                                                       | Hint:                                                                               | Example:                                                                            |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  |                                                                                     |                                                                                     |                               Given the input string '(()()) ((())) () ...          |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | from typing import List                                                             |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |             ...                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | def parse\_nested\_paren...                                                         |                                                                                     |                                                                                     |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            8 | Vicuna | Self-Debugging   | Here's an example implementation of the function:                                   | Here's a possible implementation:                                                   | Here's an implementation of the `filter_by_substring` function:                     |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 2})]                                                                           |
|              |        |                  | ```python                                                                           |                                                                                     | ```python                                                                           |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  | def filter_by_substr...                                                             | def filter\_by\_substring(strings: List[str],...                                    | from t...                                                                           |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|            9 | Vicuna | Self-Debugging   | def sum\_product(numbers: List[int]) -> Tuple[int, int]:                            | Solution:                                                                           | def sum\_product(numbers: List[int]) -> Tuple[int, int]:                            |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 2})]                                      |
|              |        |                  |                        ...                                                          |                                                                                     | sum = 0                                                                             |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                               We can iterate through the list and cal...            | product = 1                                                                         |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|              |        |                  |                                                                                     |                                                                                     | for...                                                                              |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|           10 | Vicuna | Self-Debugging   | This is a good start, but it can be improved. For example:                          | def rolling\_max(numbers: List[int]) -> List[Tuple[int, int]]:                      | def rolling\_max(numbers: List[int]) -> List[int]:                                  |     0    |        0 | [(0, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected indent (<string>, line 2)', 'completion_id': 0}), (1, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 1}), (2, {'task_id': 0, 'passed': False, 'result': 'failed: unexpected character after line continuation character (<string>, line 3)', 'completion_id': 2})] |
|              |        |                  |                      ...                                                            |     """ From a gi...                                                                |     """ From a given list of ...                                                    |          |          |                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+--------------+--------+------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------+----------+----------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
